Roll,Name,Email,Branch
1401AI17,Rishabh,Rishabh@mycollege.in,AI
1401CB17,Pallavi,Pallavi@mycollege.in,CB
1401CE17,Shambhavi,Shambhavi@mycollege.in,CE
1401CH17,Kushal,Kushal@mycollege.in,CH
1401CS17,Shekhar,Shekhar@mycollege.in,CS
1401CT17,Vineeta,Vineeta@mycollege.in,CT
1401EC17,Rishika,Rishika@mycollege.in,EC
1401MC17,Dhruva,Dhruva@mycollege.in,MC
1401MM17,Aadil,Aadil@mycollege.in,MM
1401MT17,Noopur,Noopur@mycollege.in,MT
1401AI37,Vishal,Vishal@mycollege.in,AI
1401CB37,Shweta,Shweta@mycollege.in,CB
1401CE37,Saran,Saran@mycollege.in,CE
1401CH37,Anil,Anil@mycollege.in,CH
1401CS37,Aakriti,Aakriti@mycollege.in,CS
1401CT37,Vandana,Vandana@mycollege.in,CT
1401EC37,Jahnavi,Jahnavi@mycollege.in,EC
1401MC37,Raju,Raju@mycollege.in,MC
1401MM37,Rupanjali,Rupanjali@mycollege.in,MM
1401MT37,Rishit,Rishit@mycollege.in,MT
1401CH57,Pradeep,Pradeep@mycollege.in,CH
1401CS57,Suryansh,Suryansh@mycollege.in,CS
1401CT57,Kushagra,Kushagra@mycollege.in,CT
1401MC57,Mangal,Mangal@mycollege.in,MC
1401MM57,Vashif,Vashif@mycollege.in,MM
1401MT57,Shagun,Shagun@mycollege.in,MT
1401CH77,Rituraj,Rituraj@mycollege.in,CH
1401CS77,Bhawana,Bhawana@mycollege.in,CS
1401MM77,Akshaya,Akshaya@mycollege.in,MM
1401MT77,Saharsh,Saharsh@mycollege.in,MT
