Roll,Name,Email,Branch
1401AI09,Rohit,Rohit@mycollege.in,AI
1401CB09,Pragya,Pragya@mycollege.in,CB
1401CE09,Sandeep,Sandeep@mycollege.in,CE
1401CH09,Smriti,Smriti@mycollege.in,CH
1401CS09,Ekta,Ekta@mycollege.in,CS
1401CT09,Shalu,Shalu@mycollege.in,CT
1401EC09,Pankhuri,Pankhuri@mycollege.in,EC
1401MC09,Subodh,Subodh@mycollege.in,MC
1401MM09,Utkarsha,Utkarsha@mycollege.in,MM
1401MT09,Fariya,Fariya@mycollege.in,MT
1401AI29,Akash,Akash@mycollege.in,AI
1401CB29,Richa,Richa@mycollege.in,CB
1401CE29,Manish,Manish@mycollege.in,CE
1401CH29,Simran,Simran@mycollege.in,CH
1401CS29,Hasni,Hasni@mycollege.in,CS
1401CT29,Purvi,Purvi@mycollege.in,CT
1401EC29,Bhavya,Bhavya@mycollege.in,EC
1401MC29,Yatharth,Yatharth@mycollege.in,MC
1401MM29,Vardhamann,Vardhamann@mycollege.in,MM
1401MT29,Priyal,Priyal@mycollege.in,MT
1401CB49,Soumya,Soumya@mycollege.in,CB
1401CE49,Nupur,Nupur@mycollege.in,CE
1401CH49,Shailesh,Shailesh@mycollege.in,CH
1401CS49,Niteesh,Niteesh@mycollege.in,CS
1401CT49,Yusuf,Yusuf@mycollege.in,CT
1401EC49,Dipa,Dipa@mycollege.in,EC
1401MC49,Lekhraj,Lekhraj@mycollege.in,MC
1401MM49,Nahid,Nahid@mycollege.in,MM
1401MT49,Ehtisham,Ehtisham@mycollege.in,MT
1401CH69,Shailendra,Shailendra@mycollege.in,CH
1401CS69,Yukti,Yukti@mycollege.in,CS
1401MC69,Siddhesh,Siddhesh@mycollege.in,MC
1401MM69,Archita,Archita@mycollege.in,MM
1401MT69,Hari,Hari@mycollege.in,MT
1401CS89,Tanay,Tanay@mycollege.in,CS
