Roll,Name,Email,Branch
1401AI20,Kajal,Kajal@mycollege.in,AI
1401CB20,Vijay,Vijay@mycollege.in,CB
1401CE20,Prince,Prince@mycollege.in,CE
1401CH20,Anand,Anand@mycollege.in,CH
1401CS20,Sekhar,Sekhar@mycollege.in,CS
1401CT20,Minakshi,Minakshi@mycollege.in,CT
1401EC20,Prateek,Prateek@mycollege.in,EC
1401MC20,Raj,Raj@mycollege.in,MC
1401MM20,Aaditya,Aaditya@mycollege.in,MM
1401MT20,Himanshi,Himanshi@mycollege.in,MT
1401AI40,Ayushi,Ayushi@mycollege.in,AI
1401CB40,Dheeraj,Dheeraj@mycollege.in,CB
1401CE40,Akhilesh,Akhilesh@mycollege.in,CE
1401CH40,Shalini,Shalini@mycollege.in,CH
1401CS40,Navneet,Navneet@mycollege.in,CS
1401CT40,Yuvraj,Yuvraj@mycollege.in,CT
1401EC40,Kamini,Kamini@mycollege.in,EC
1401MC40,Pushkar,Pushkar@mycollege.in,MC
1401MM40,Hariharan,Hariharan@mycollege.in,MM
1401MT40,Shukant,Shukant@mycollege.in,MT
1401CH60,Shriya,Shriya@mycollege.in,CH
1401CS60,Smita,Smita@mycollege.in,CS
1401CT60,Janvi,Janvi@mycollege.in,CT
1401MC60,Ravisankar,Ravisankar@mycollege.in,MC
1401MM60,Saudamini,Saudamini@mycollege.in,MM
1401MT60,Ronit,Ronit@mycollege.in,MT
1401CH80,Roshan,Roshan@mycollege.in,CH
1401CS80,Shrestha,Shrestha@mycollege.in,CS
1401MM80,Prajeeth,Prajeeth@mycollege.in,MM
