Roll,Name,Email,Branch
1401AI06,Anjali,Anjali@mycollege.in,AI
1401CB06,Adarsh,Adarsh@mycollege.in,CB
1401CE06,Shivam,Shivam@mycollege.in,CE
1401CH06,Chirag,Chirag@mycollege.in,CH
1401CS06,Sanjay,Sanjay@mycollege.in,CS
1401CT06,Shakti,Shakti@mycollege.in,CT
1401EC06,Nivedita,Nivedita@mycollege.in,EC
1401MC06,Chaitanya,Chaitanya@mycollege.in,MC
1401MM06,Aanchal,Aanchal@mycollege.in,MM
1401MT06,Goldy,Goldy@mycollege.in,MT
1401AI26,Priya,Priya@mycollege.in,AI
1401CB26,Mohit,Mohit@mycollege.in,CB
1401CE26,Arushi,Arushi@mycollege.in,CE
1401CH26,Shatakshi,Shatakshi@mycollege.in,CH
1401CS26,Aqsa,Aqsa@mycollege.in,CS
1401CT26,Manya,Manya@mycollege.in,CT
1401EC26,Dolly,Dolly@mycollege.in,EC
1401MC26,Ram,Ram@mycollege.in,MC
1401MM26,Rizwa,Rizwa@mycollege.in,MM
1401MT26,Joshika,Joshika@mycollege.in,MT
1401CB46,Sumit,Sumit@mycollege.in,CB
1401CE46,Abdul,Abdul@mycollege.in,CE
1401CH46,Unnati,Unnati@mycollege.in,CH
1401CS46,Kirti,Kirti@mycollege.in,CS
1401CT46,Arman,Arman@mycollege.in,CT
1401EC46,Dilip,Dilip@mycollege.in,EC
1401MC46,Sabareesh,Sabareesh@mycollege.in,MC
1401MM46,Ashmita,Ashmita@mycollege.in,MM
1401MT46,Mukund,Mukund@mycollege.in,MT
1401CH66,Ruchi,Ruchi@mycollege.in,CH
1401CS66,Aryan,Aryan@mycollege.in,CS
1401MC66,Deepshikha,Deepshikha@mycollege.in,MC
1401MM66,Ashal,Ashal@mycollege.in,MM
1401MT66,Kausar,Kausar@mycollege.in,MT
1401CS86,Shilpa,Shilpa@mycollege.in,CS
