Roll,Name,Email,Branch
1401AI03,Harsh,Harsh@mycollege.in,AI
1401CB03,Abhinav,Abhinav@mycollege.in,CB
1401CE03,Raghav,Raghav@mycollege.in,CE
1401CH03,Naveen,Naveen@mycollege.in,CH
1401CS03,Yogesh,Yogesh@mycollege.in,CS
1401CT03,Shilpi,Shilpi@mycollege.in,CT
1401EC03,Nimish,Nimish@mycollege.in,EC
1401MC03,Arvind,Arvind@mycollege.in,MC
1401MM03,Vaishali,Vaishali@mycollege.in,MM
1401MT03,Mritunjay,Mritunjay@mycollege.in,MT
1401AI23,Nikhil,Nikhil@mycollege.in,AI
1401CB23,Suraj,Suraj@mycollege.in,CB
1401CE23,Praveen,Praveen@mycollege.in,CE
1401CH23,Sonal,Sonal@mycollege.in,CH
1401CS23,Apurva,Apurva@mycollege.in,CS
1401CT23,Madhu,Madhu@mycollege.in,CT
1401EC23,Pratham,Pratham@mycollege.in,EC
1401MC23,Sourav,Sourav@mycollege.in,MC
1401MM23,Anubha,Anubha@mycollege.in,MM
1401MT23,Khansa,Khansa@mycollege.in,MT
1401AI43,Sakshi,Sakshi@mycollege.in,AI
1401CB43,Sneha,Sneha@mycollege.in,CB
1401CE43,Sushil,Sushil@mycollege.in,CE
1401CH43,Sanskriti,Sanskriti@mycollege.in,CH
1401CS43,Akhil,Akhil@mycollege.in,CS
1401CT43,Simaran,Simaran@mycollege.in,CT
1401EC43,Hartesh,Hartesh@mycollege.in,EC
1401MC43,Mrityunjay,Mrityunjay@mycollege.in,MC
1401MM43,Bibhu,Bibhu@mycollege.in,MM
1401MT43,Shreyans,Shreyans@mycollege.in,MT
1401CH63,Kiran,Kiran@mycollege.in,CH
1401CS63,Arti,Arti@mycollege.in,CS
1401CT63,Ragini,Ragini@mycollege.in,CT
1401MC63,Aaryan,Aaryan@mycollege.in,MC
1401MM63,Asad,Asad@mycollege.in,MM
1401MT63,Prakharendra,Prakharendra@mycollege.in,MT
1401CH83,Vigneshwaran,Vigneshwaran@mycollege.in,CH
1401CS83,Shreyash,Shreyash@mycollege.in,CS
