Roll,Name,Email,Branch
1401EC48,Durgesh,Durgesh@mycollege.in,EC
1401EC49,Dipa,Dipa@mycollege.in,EC
1401EC50,Rohith,Rohith@mycollege.in,EC
1401EC51,Jagadeesh,Jagadeesh@mycollege.in,EC
1401EC52,Indu,Indu@mycollege.in,EC
1401EC53,Shyam,Shyam@mycollege.in,EC
1401EC54,Shreyas,Shreyas@mycollege.in,EC
1401CB01,Mansi,Mansi@mycollege.in,CB
1401CB02,Tushar,Tushar@mycollege.in,CB
1401CB03,Abhinav,Abhinav@mycollege.in,CB
1401CB04,Shivangi,Shivangi@mycollege.in,CB
1401CB05,Ashutosh,Ashutosh@mycollege.in,CB
1401CB06,Adarsh,Adarsh@mycollege.in,CB
1401CB07,Divya,Divya@mycollege.in,CB
1401CB08,Piyush,Piyush@mycollege.in,CB
1401CB09,Pragya,Pragya@mycollege.in,CB
1401CB10,Ajay,Ajay@mycollege.in,CB
1401CB11,Akanksha,Akanksha@mycollege.in,CB
1401CB12,Neeraj,Neeraj@mycollege.in,CB
1401CB13,Ritika,Ritika@mycollege.in,CB
1401CB14,Tanya,Tanya@mycollege.in,CB
1401CB15,Nisha,Nisha@mycollege.in,CB
1401CB16,Arun,Arun@mycollege.in,CB
1401CB17,Pallavi,Pallavi@mycollege.in,CB
1401CB18,Aniket,Aniket@mycollege.in,CB
1401CB19,Nikita,Nikita@mycollege.in,CB
1401CB20,Vijay,Vijay@mycollege.in,CB
1401CB21,Ananya,Ananya@mycollege.in,CB
1401CB22,Priyanshi,Priyanshi@mycollege.in,CB
1401CB23,Suraj,Suraj@mycollege.in,CB
1401CB24,Akshat,Akshat@mycollege.in,CB
1401CB25,Ishika,Ishika@mycollege.in,CB
1401CB26,Mohit,Mohit@mycollege.in,CB
1401CB27,Palak,Palak@mycollege.in,CB
