Roll,Name,Email,Branch
1401CT32,Prachi,Prachi@mycollege.in,CT
1401CT33,Poonam,Poonam@mycollege.in,CT
1401CT34,Purnima,Purnima@mycollege.in,CT
1401CT35,Prajjwal,Prajjwal@mycollege.in,CT
1401CT36,Satya,Satya@mycollege.in,CT
1401CT37,Vandana,Vandana@mycollege.in,CT
1401CT38,Tanishq,Tanishq@mycollege.in,CT
1401CT39,Amaan,Amaan@mycollege.in,CT
1401CT40,Yuvraj,Yuvraj@mycollege.in,CT
1401CT41,Saurav,Saurav@mycollege.in,CT
1401CT42,Sanjeev,Sanjeev@mycollege.in,CT
1401CT43,Simaran,Simaran@mycollege.in,CT
1401CT44,Shrishti,Shrishti@mycollege.in,CT
1401CT45,Amrit,Amrit@mycollege.in,CT
1401CT46,Arman,Arman@mycollege.in,CT
1401CT47,Archana,Archana@mycollege.in,CT
1401CT48,Avanish,Avanish@mycollege.in,CT
1401CT49,Yusuf,Yusuf@mycollege.in,CT
1401CT50,Anubhav,Anubhav@mycollege.in,CT
1401CT51,Anita,Anita@mycollege.in,CT
1401CT52,Anupriya,Anupriya@mycollege.in,CT
1401CT53,Anukriti,Anukriti@mycollege.in,CT
1401CT54,Kritika,Kritika@mycollege.in,CT
1401CT55,Jaya,Jaya@mycollege.in,CT
1401CT56,Namrata,Namrata@mycollege.in,CT
1401CT57,Kushagra,Kushagra@mycollege.in,CT
1401CT58,Hariom,Hariom@mycollege.in,CT
1401CT59,Gargi,Gargi@mycollege.in,CT
1401CT60,Janvi,Janvi@mycollege.in,CT
1401CT61,Jai,Jai@mycollege.in,CT
1401CT62,Naziya,Naziya@mycollege.in,CT
1401CT63,Ragini,Ragini@mycollege.in,CT
1401CT64,Priyam,Priyam@mycollege.in,CT
1401CE01,Sarthak,Sarthak@mycollege.in,CE
