Roll,Name,Email,Branch
1401CS36,Aastha,Aastha@mycollege.in,CS
1401CS37,Aakriti,Aakriti@mycollege.in,CS
1401CS38,Abhyuday,Abhyuday@mycollege.in,CS
1401CS39,Akarsh,Akarsh@mycollege.in,CS
1401CS40,Navneet,Navneet@mycollege.in,CS
1401CS41,Om,Om@mycollege.in,CS
1401CS42,Swapnil,Swapnil@mycollege.in,CS
1401CS43,Akhil,Akhil@mycollege.in,CS
1401CS44,Madhav,Madhav@mycollege.in,CS
1401CS45,Divyam,Divyam@mycollege.in,CS
1401CS46,Kirti,Kirti@mycollege.in,CS
1401CS47,Annanya,Annanya@mycollege.in,CS
1401CS48,Arunima,Arunima@mycollege.in,CS
1401CS49,Niteesh,Niteesh@mycollege.in,CS
1401CS50,Nithisha,Nithisha@mycollege.in,CS
1401CS51,Sandhya,Sandhya@mycollege.in,CS
1401CS52,Uttam,Uttam@mycollege.in,CS
1401CS53,Vatsalya,Vatsalya@mycollege.in,CS
1401CS54,Aparna,Aparna@mycollege.in,CS
1401CS55,Disha,Disha@mycollege.in,CS
1401CS56,Seema,Seema@mycollege.in,CS
1401CS57,Suryansh,Suryansh@mycollege.in,CS
1401CS58,Yashaswi,Yashaswi@mycollege.in,CS
1401CS59,Avinash,Avinash@mycollege.in,CS
1401CS60,Smita,Smita@mycollege.in,CS
1401CS61,Subhra,Subhra@mycollege.in,CS
1401CS62,Tuhin,Tuhin@mycollege.in,CS
1401CS63,Arti,Arti@mycollege.in,CS
1401CS64,Aakash,Aakash@mycollege.in,CS
1401CS65,Ayan,Ayan@mycollege.in,CS
1401CS66,Aryan,Aryan@mycollege.in,CS
1401CS67,Vertika,Vertika@mycollege.in,CS
1401CS68,Umme,Umme@mycollege.in,CS
1401CS69,Yukti,Yukti@mycollege.in,CS
1401CS70,Vishesh,Vishesh@mycollege.in,CS
